Date,Price
2012-07-02,312.875
2012-07-03,314.531006
2012-07-04,312.5
2012-07-05,310.031006
2012-07-06,309.5
2012-07-09,302.638
2012-07-10,305.5
2012-07-11,306.25
2012-07-12,281.25
2012-07-13,277.25
2012-07-16,278.75
2012-07-17,273.112
2012-07-18,271.406006
2012-07-19,275
2012-07-20,280.612
2012-07-23,275
2012-07-24,273.812012
2012-07-25,271.75
2012-07-26,270.875
2012-07-27,270.25
2012-07-30,270
2012-07-31,276.875
2012-08-01,276.875
2012-08-02,277.25
2012-08-03,274.531006
2012-08-06,277.774994
2012-08-07,279
2012-08-08,282.75
2012-08-09,286.281006
2012-08-10,284.75
2012-08-13,287.662994
2012-08-14,289.162994
2012-08-16,291.019012
2012-08-17,290.5
2012-08-21,295.625
2012-08-22,300.362
2012-08-23,304.375
2012-08-24,306
2012-08-27,303.774994
2012-08-28,299.625
2012-08-29,302.75
2012-08-30,297.980988
2012-08-31,298.25
2012-09-03,295.75
2012-09-04,295.044006
2012-09-05,293.375
2012-09-06,293.812012
2012-09-07,306.875
2012-09-08,311
2012-09-10,312
2012-09-11,312.5
2012-09-12,316.375
2012-09-13,317.350006
2012-09-14,323.5
2012-09-17,331.125
2012-09-18,322.5
2012-09-20,319.575012
2012-09-21,326.919006
2012-09-24,325
2012-09-25,323.75
2012-09-26,322.25
2012-09-27,324.062012
2012-09-28,320.125
2012-10-01,318.912994
2012-10-03,325.656006
2012-10-04,321.888
2012-10-05,323.125
2012-10-08,315.600006
2012-10-09,313.125
2012-10-10,313.388
2012-10-11,312
2012-10-12,293.75
2012-10-15,298.212006
2012-10-16,297.487
2012-10-17,297.006012
2012-10-18,295.5
2012-10-19,295.75
2012-10-22,296.031006
2012-10-23,295.25
2012-10-25,292.875
2012-10-29,290.125
2012-10-30,290.75
2012-10-31,293.75
2012-11-01,295.25
2012-11-02,296.375
2012-11-05,297.888
2012-11-06,298
2012-11-07,297.75
2012-11-08,296.5
2012-11-09,295.625
2012-11-11,295
2012-11-12,294.375
2012-11-15,291.894012
2012-11-16,286.375
2012-11-19,293
2012-11-20,297.144012
2012-11-21,291.212006
2012-11-22,293.5
2012-11-23,297.75
2012-11-26,298.843994
2012-11-27,302.75
2012-11-29,306.25
2012-11-30,305.200012
2012-12-03,304.625
2012-12-04,303.625
2012-12-05,303.625
2012-12-06,299.25
2012-12-07,290.125
2012-12-10,290.118988
2012-12-11,289.5
2012-12-12,288.75
2012-12-13,288.118988
2012-12-14,284.125
2012-12-17,283.375
2012-12-18,282.5
2012-12-19,284.25
2012-12-20,288.263
2012-12-21,287.375
2012-12-24,290.138
2012-12-26,290.375
2012-12-27,290.975006
2012-12-28,287.763
2012-12-31,289.375
2013-01-01,290.950012
2013-01-02,289.524994
2013-01-03,289.375
2013-01-04,293.549988
2013-01-07,293.888
2013-01-08,295.625
2013-01-09,292.524994
2013-01-10,291.375
2013-01-11,315.125
2013-01-14,344.975006
2013-01-15,350.75
2013-01-16,347.625
2013-01-17,349
2013-01-18,350.625
2013-01-21,345.381012
2013-01-22,349.200012
2013-01-23,347.625
2013-01-24,351.25
2013-01-25,351.25
2013-01-28,351.5
2013-01-29,350.75
2013-01-30,350.593994
2013-01-31,349
2013-02-01,348.888
2013-02-04,347.625
2013-02-05,345.406006
2013-02-06,346.906006
2013-02-07,348.25
2013-02-08,347.894012
2013-02-11,350.156006
2013-02-12,346.25
2013-02-13,344.625
2013-02-14,349.299988
2013-02-15,348.75
2013-02-18,347.875
2013-02-19,347.513
2013-02-20,353.156006
2013-02-21,350.200012
2013-02-22,349.837006
2013-02-25,358.75
2013-02-26,364.5
2013-02-27,368.5
2013-02-28,364.412994
2013-03-01,364.25
2013-03-04,365.75
2013-03-05,365.569
2013-03-06,368.375
2013-03-07,372.656006
2013-03-08,373.5
2013-03-11,372.725006
2013-03-12,367.5
2013-03-13,361.25
2013-03-14,358.25
2013-03-15,359.544006
2013-03-18,358.281006
2013-03-19,359.375
2013-03-20,358.100006
2013-03-21,360.375
2013-03-22,356.243988
2013-03-25,355.649994
2013-03-26,355.625
2013-03-28,358.125
2013-04-01,363.843994
2013-04-02,366.25
2013-04-03,368.612
2013-04-04,368.125
2013-04-05,359.875
2013-04-08,356.25
2013-04-09,354.194
2013-04-10,350.375
2013-04-11,358.312012
2013-04-12,328.131012
2013-04-15,286.25
2013-04-16,289.875
2013-04-17,287.5
2013-04-18,285.799988
2013-04-22,286.450012
2013-04-23,281.25
2013-04-25,281
2013-04-26,277.513
2013-04-29,275.75
2013-04-30,279.25
2013-05-02,279.5
2013-05-03,287.093994
2013-05-06,289.375
2013-05-07,293.75
2013-05-08,295.625
2013-05-09,293.987
2013-05-10,295.263
2013-05-13,294.375
2013-05-14,292.162994
2013-05-15,294.125
2013-05-16,294.187988
2013-05-17,292.112
2013-05-20,293.25
2013-05-21,296.274994
2013-05-22,300
2013-05-23,297
2013-05-24,295.200012
2013-05-27,292.649994
